Arcobacter cibarius	strain LMG 21996	S001374	LMG_21996	/isilon/biodiversity/projects/CRTI/specimen/A_cibarius/release/Ac_LMG_21996_R01/Ac_LMG_21996_R01_metadata.yml
Arcobacter lanthierii	strain AF 1430	S001464	AF_1430	/isilon/biodiversity/projects/CRTI/specimen/A_lanthierii/release/Al_AF_1430_R01/Al_AF_1430_R01_metadata.yml
Arcobacter lanthierii	strain AF 1581	S00142B	AF_1581	/isilon/biodiversity/projects/CRTI/specimen/A_lanthierii/release/Al_AF_1581_R01/Al_AF_1581_R01_metadata.yml
Arcobacter septicus	strain AF 1078	S001277	AF_1028	/isilon/biodiversity/projects/CRTI/specimen/A_septicus/release/As_AF_1028_R01/As_AF_1028_R01_metadata.yml
Arcobacter septicus	strain AF 1028	S001375	AF_1078	/isilon/biodiversity/projects/CRTI/specimen/A_septicus/release/As_AF_1078_R01/As_AF_1078_R01_metadata.yml
Ditylenchus destructor	Jiangsu 01	S001067	Jiangsu_01	/isilon/biodiversity/projects/CRTI/specimen/D_destructor/release/Dd_Jiangsu_01_R01/Dd_Jiangsu_01_R01_metadata.yml
Ditylenchus destructor	Jiangsu 01	S00126F	Jiangsu_01	/isilon/biodiversity/projects/CRTI/specimen/D_destructor/release/Dd_Jiangsu_01_R01/Dd_Jiangsu_01_R01_metadata.yml
Ditylenchus destructor	Jiangsu 01	S001270	Jiangsu_01	/isilon/biodiversity/projects/CRTI/specimen/D_destructor/release/Dd_Jiangsu_01_R01/Dd_Jiangsu_01_R01_metadata.yml
Ditylenchus destructor	Jiangsu 01	S001271	Jiangsu_01	/isilon/biodiversity/projects/CRTI/specimen/D_destructor/release/Dd_Jiangsu_01_R01/Dd_Jiangsu_01_R01_metadata.yml
Ditylenchus dipsaci	Ontario 01	S00107E	Ontario_01	/isilon/biodiversity/projects/CRTI/specimen/D_dipsaci/release/Ddi_Ontario_01_R01/Ddi_Ontario_01_R01_metadata.yml
Pantoea ananatis	strain LMG 2665	S00142F	LMG_2665	/isilon/biodiversity/projects/CRTI/specimen/P_ananatis/release/Pa_LMG_2665_R01/Pa_LMG_2665_R01_metadata.yml
Pantoea stewartii	strain DOAB 230	S00142E	DOAB_230	/isilon/biodiversity/projects/CRTI/specimen/P_stewartii/release/Ps_DOAB_230_R01/Ps_DOAB_230_R01_metadata.yml
Pantoea stewartii	strain S301	S001431	subsp_Nov_S301	/isilon/biodiversity/projects/CRTI/specimen/P_stewartii/release/Ps_subsp_Nov_S301_R01/Ps_subsp_Nov_S301_R01_metadata.yml
Pantoea stewartii	strain DOAB 021	S000D1B	DOAB_021	/isilon/biodiversity/projects/CRTI/specimen/P_stewartii/release/Ps_DOAB_021_R01/Ps_DOAB_021_R01_metadata.yml
Pectobacterium carotovorum	subsp. brasiliensis, isolate 1001	S001273	subsp_brasiliensis_isolate_1001	/isilon/biodiversity/projects/CRTI/specimen/P_carotovorum/release/Pcb_subsp_brasiliensis_isolate_1001_R01/Pcb_subsp_brasiliensis_isolate_1001_R01_metadata.yml
Pectobacterium carotovorum	subsp. brasiliensis, isolate 1009	S001279	subsp_brasiliensis_isolate_1009	/isilon/biodiversity/projects/CRTI/specimen/P_carotovorum/release/Pcb_subsp_brasiliensis_isolate_1009_R01/Pcb_subsp_brasiliensis_isolate_1009_R01_metadata.yml
Pectobacterium carotovorum	subsp. brasiliensis, isolate 1033	S001272	subsp_brasiliensis_isolate_1033	/isilon/biodiversity/projects/CRTI/specimen/P_carotovorum/release/Pcb_subsp_brasiliensis_isolate_1033_R01/Pcb_subsp_brasiliensis_isolate_1033_R01_metadata.yml
Pectobacterium wasabiae	Ecw1002	S000D07	Ecw1002	/isilon/biodiversity/projects/CRTI/specimen/P_wasabiae/release/Pw_Ecw1002_R01/Pw_Ecw1002_R01_metadata.yml
Pectobacterium wasabiae	Ecw1002	S000D17	Ecw1002	/isilon/biodiversity/projects/CRTI/specimen/P_wasabiae/release/Pw_Ecw1002_R01/Pw_Ecw1002_R01_metadata.yml
Penicillium verrucosum	strain KAS 4260	S000D06	KAS_4260	/isilon/biodiversity/projects/CRTI/specimen/P_verrucosum/release/Pv_KAS_4260_R02/Pv_KAS_4260_R02_metadata.yml
Penicillium verrucosum	strain KAS 4260	S000D08	KAS_4260	/isilon/biodiversity/projects/CRTI/specimen/P_verrucosum/release/Pv_KAS_4260_R02/Pv_KAS_4260_R02_metadata.yml
